,index,authors,average_rating,best_book_id,book_id,books_count,description,genres,goodreads_book_id,image_url,isbn,isbn13,language_code,original_publication_year,original_title,pages,publishDate,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,ratings_count,small_image_url,title,work_id,work_ratings_count,work_text_reviews_count,authors_2
9286,7745,"['[Larry Bird', 'Earvin ""Magic"" Johnson', 'Jackie MacMullan]']",4.16,6562380,7746,24,"From the moment these two players took the court on opposing sides, they engaged in a fierce physical and psychological battle. Their uncommonly competitive relationship came to symbolize the most compelling rivalry in the NBA. These were the basketball epics of the 1980s Celtics vs Lakers, East vs West, physical vs finesse, Old School vs Showtime, even white vs black. Each pushed the other to greatness together Bird and Johnson collectedeight NBA Championships, six MVP awards and helped save the floundering NBA at its most critical time.When it started they were bitter rivals, but along the way they became lifelong friends.With intimate, fly-on-the-wall detail, ""When the Game Was Ours"" transports readers to this electric era of basketball and reveals for the first time the inner workings of two players dead set on besting one another.From the heady days of trading championships to the darker days of injury and illness, we come to understand Larry s obsessive devotion to winning and how his demons drove him on the court. We hear him talk with candor about playing through chronic pain and its truly exacting toll.In Magic we see a young, invincible star struggle with the sting of defeat, not just as a player but as a team leader. We are there the moment he learns he s contracted HIV and hear in his own words how that devastating news impacted his relationships in basketball and beyond.But always, in both cases, we see them prevail.A compelling, up-close-and-personal portrait of basketball s most inimitable duo, ""When the Game Was Ours"" is a reevaluation of three decades in counterpoint.It is also a rollicking ride through professional basketball s best times.""","['sports', 'biography', 'nonfiction', 'memoir', 'history', 'books']",6562380,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,547225474,9780547225470.0,eng,2009.0,When the Game Was Ours,340.0,"('11', '1', '2009')",206,331,1630,3207,4495,9401,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,When the Game Was Ours,6755222,9869,377,"['[Larry Bird', 'Earvin ""Magic"" Johnson', 'Jackie MacMullan]']"
9287,7749,['[Tony Hillerman]'],4.06,867387,7750,39,"Alternate cover edition can be found here.Homicide is always an abomination, but there is something exceptionally disturbing about the victim discovered in a high lonely place, a corpse with a mouth full of sand, abandoned at a crime scene seemingly devoid of tracks or useful clues. Though it goes against his better judgment, Navajo Tribal Police Lieutenant Joe Leaphorn cannot help but suspect the hand of a supernatural killer. There is palpable evil in the air, and Leaphorn's pursuit of a Wolf-Witch is leading him where even the bravest men fear, on a chilling trail that winds perilously between mysticism and murder.","['mystery', 'fiction', 'crime', 'thriller', 'suspense', 'contemporary', 'historical-fiction']",867387,https://images.gr-assets.com/books/1179033344m/867387.jpg,61000019,9780061000010.0,eng,1970.0,The Blessing Way,306.0,"('3', '7', '1990')",117,421,3133,6516,5256,14138,https://images.gr-assets.com/books/1179033344s/867387.jpg,"The Blessing Way (Leaphorn & Chee, #1)",3100762,15443,651,['[Tony Hillerman]']
9288,7750,['[Jane Green]'],3.7,12029468,7751,20,"From The New York Times bestselling author of Jemima J and The Beach House comes Jane Green’s most emotional and powerful novel yet:  a story that explores the complications of a woman marrying into a ready-made family.Andi is a woman who has spent much of her adult life looking for the perfect man, and at thirty-seven, she's finally found him.  Ethan—divorced with two daughters, Emily and Sophia—is a devoted father and even better husband.  Always hoping one day she would be a mother, Andi embraces the girls like they were her own.  But in Emily’s eyes, Andi is an obstacle to her father’s love, and Emily will do whatever it takes to break her down. When the dynamics between the two escalate, they threaten everything Andi believes about love, family, and motherhood—leaving both women standing at a crossroad in their lives and in their hearts.Another Piece of My Heart is a novel that illuminates the nuances and truths about relationships and is Jane Green at her absolute best.","['chick-lit', 'fiction', 'romance', 'contemporary', 'books']",12029468,https://images.gr-assets.com/books/1321468393m/12029468.jpg,312591829,9780312591820.0,eng,2012.0,Another Piece of My Heart,416.0,"('3', '13', '2012')",327,1044,4059,5126,3029,11882,https://images.gr-assets.com/books/1321468393s/12029468.jpg,Another Piece of My Heart,16995682,13585,1451,['[Jane Green]']
9289,7752,['[Mo Willems]'],4.37,1908511,7753,10,"He really, really, REALLY wants one. He'll take really good care of it! What's the matter--don't you want him to be happy?The latest book in the best-selling Pigeon series is the funniest one yet.","['fiction', 'fantasy']",1908511,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1423109600,9781423109600.0,eng,2008.0,The Pigeon Wants a Puppy!,40.0,"('4', '1', '2008')",213,496,2174,4458,10214,17490,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,The Pigeon Wants a Puppy!,1910398,17555,730,['[Mo Willems]']
9290,7757,['[Mo Willems]'],4.16,21489683,7758,52,"He really, really, REALLY wants one. He'll take really good care of it! What's the matter--don't you want him to be happy?The latest book in the best-selling Pigeon series is the funniest one yet.","['fiction', 'fantasy']",21489683,https://images.gr-assets.com/books/1395144977m/21489683.jpg,345543858,9780345543850.0,eng,2014.0,Die Again,40.0,"('4', '1', '2008')",94,384,2524,6674,6053,10837,https://images.gr-assets.com/books/1395144977s/21489683.jpg,"Die Again (Rizzoli & Isles, #11)",40816611,15729,1618,['[Mo Willems]']
9291,7764,['[Peter Clines]'],3.87,16479439,7765,28,"The first in a spectacularly genre-mashing adventure series that pits a small group of courageous, flawed, terrified superheroes against hordes of undead.Stealth. Gorgon. Regenerator. Cerberus. Zzzap. The Mighty Dragon. They were heroes, using their superhuman abilities to make Los Angeles a better place.Then the plague of living death spread around the globe. Now, a year later, the heroes struggle to overcome their differences and recover from their own scars as they protect the thousands of survivors huddled in their film-studio-turned-fortress, the Mount.But the hungry ex-humans are not the only threat the survivors face. Across the city, another group has grown and gained power.","['horror', 'science-fiction', 'fantasy', 'fiction', 'paranormal', 'thriller', 'comics', 'books']",16479439,https://images.gr-assets.com/books/1360646185m/16479439.jpg,804136572,9780804136570.0,nl,2010.0,Ex-Heroes,336.0,"('2', '26', '2013')",163,688,2926,5119,3215,5354,https://images.gr-assets.com/books/1360646185s/16479439.jpg,"Ex-Heroes (Ex-Heroes, #1)",10753679,12111,1258,['[Peter Clines]']
9292,7765,['[Peter Clines]'],4.01,89184,7766,32,"The first in a spectacularly genre-mashing adventure series that pits a small group of courageous, flawed, terrified superheroes against hordes of undead.Stealth. Gorgon. Regenerator. Cerberus. Zzzap. The Mighty Dragon. They were heroes, using their superhuman abilities to make Los Angeles a better place.Then the plague of living death spread around the globe. Now, a year later, the heroes struggle to overcome their differences and recover from their own scars as they protect the thousands of survivors huddled in their film-studio-turned-fortress, the Mount.But the hungry ex-humans are not the only threat the survivors face. Across the city, another group has grown and gained power.","['horror', 'science-fiction', 'fantasy', 'fiction', 'paranormal', 'thriller', 'comics', 'books']",89184,https://images.gr-assets.com/books/1309210984m/89184.jpg,441012914,9780441012920.0,eng,2003.0,Absolution Gap,336.0,"('2', '26', '2013')",82,538,2745,5871,4205,12105,https://images.gr-assets.com/books/1309210984s/89184.jpg,Absolution Gap,86076,13441,421,['[Peter Clines]']
9293,7784,['[Peter Clines]'],3.87,397456,7785,41,"The first in a spectacularly genre-mashing adventure series that pits a small group of courageous, flawed, terrified superheroes against hordes of undead.Stealth. Gorgon. Regenerator. Cerberus. Zzzap. The Mighty Dragon. They were heroes, using their superhuman abilities to make Los Angeles a better place.Then the plague of living death spread around the globe. Now, a year later, the heroes struggle to overcome their differences and recover from their own scars as they protect the thousands of survivors huddled in their film-studio-turned-fortress, the Mount.But the hungry ex-humans are not the only threat the survivors face. Across the city, another group has grown and gained power.","['horror', 'science-fiction', 'fantasy', 'fiction', 'paranormal', 'thriller', 'comics', 'books']",397456,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,671670689,9780671670690.0,eng,1990.0,Dawn ,336.0,"('2', '26', '2013')",205,1086,3872,4162,4766,13674,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"Dawn (Cutler, #1)",550582,14091,255,['[Peter Clines]']
9294,7786,['[Peter Clines]'],4.13,37303,7787,27,"The first in a spectacularly genre-mashing adventure series that pits a small group of courageous, flawed, terrified superheroes against hordes of undead.Stealth. Gorgon. Regenerator. Cerberus. Zzzap. The Mighty Dragon. They were heroes, using their superhuman abilities to make Los Angeles a better place.Then the plague of living death spread around the globe. Now, a year later, the heroes struggle to overcome their differences and recover from their own scars as they protect the thousands of survivors huddled in their film-studio-turned-fortress, the Mount.But the hungry ex-humans are not the only threat the survivors face. Across the city, another group has grown and gained power.","['horror', 'science-fiction', 'fantasy', 'fiction', 'paranormal', 'thriller', 'comics', 'books']",37303,https://images.gr-assets.com/books/1309286873m/37303.jpg,425137562,9780425137570.0,eng,1992.0,Silent Prey,336.0,"('2', '26', '2013')",58,275,2845,7191,5683,14522,https://images.gr-assets.com/books/1309286873s/37303.jpg,Silent Prey (Lucas Davenport #4),582951,16052,380,['[Peter Clines]']
9295,7790,['[Lisa Scottoline]'],3.56,12037026,7791,22,"Jill Farrow is a typical suburban mom who has finally gotten her and her daughter's lives back on track after a divorce. She is about to remarry, her job as a pediatrician fulfills her---though it is stressful---and her daughter, Megan, is a happily over-scheduled thirteen-year-old juggling homework and the swim team.But Jill’s life is turned upside down when her ex-stepdaughter, Abby, shows up on her doorstep late one night and delivers shocking news: Jill’s ex-husband is dead. Abby insists that he was murdered and pleads with Jill to help find his killer. Jill reluctantly agrees to make a few inquiries and discovers that things don’t add up. As she digs deeper, her actions threaten to rip apart her new family, destroy their hard-earned happiness, and even endanger her own life. Yet Jill can’t turn her back on a child she loves and once called her own.","['mystery', 'fiction', 'suspense', 'thriller', 'chick-lit', 'contemporary', 'crime', 'romance']",12037026,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,312380828,9780312380820.0,eng,2012.0,Come Home,371.0,"('4', '10', '2012')",464,1519,4482,4926,2739,12971,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Come Home,17003601,14130,1690,['[Lisa Scottoline]']
9296,7798,"['[Yana Toboso', 'Tomo Kimura]']",4.48,6867952,7799,14,"As high society's social calendar opens up and the Season draws to aclose, London is gripped by fear. Someone has taken to stalking womenof the night and painting the town red...in their blood. The name oneveryone's lips seems to be ""Jack the Ripper"" - and as a result, thename on Queen Victoria's lips is Phantomhive. Summoned to London toclean up the mess created by this madman, Ciel Phantomhive arrives withSebastian, his extraordinary butler, at his side to pour him tea,polish his silver, and...investigate a serial killer. And with the aid(and occasional interference) of a few of the Phantomhive house'snumerous acquaintances, little stands in the way of the young earlgetting to the bottom of this mystery. However, one questionremains...can he handle the shattering truth behind it?","['manga', 'fantasy', 'graphic-novels', 'historical-fiction', 'horror', 'comics', 'paranormal', 'young-adult', 'fiction', 'mystery', 'thriller']",6867952,https://images.gr-assets.com/books/1403792460m/6867952.jpg,316084255,9780316084250.0,eng,2007.0,黒執事 II [Kuroshitsuji II],192.0,"('5', '18', '2010')",127,279,1547,3675,10085,15194,https://images.gr-assets.com/books/1403792460s/6867952.jpg,"Black Butler, Vol. 2 (Black Butler, #2)",7083417,15713,314,"['[Yana Toboso', 'Tomo Kimura]']"
9297,7802,['[Amazon]'],3.64,22351456,7803,67,,"['history', 'nonfiction']",22931009,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,,eng,2009.0,,,"(None, None, None)",1197,944,1810,2292,3721,3508,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Kindle User's Guide,14286509,9964,29,['[Amazon]']
9298,7813,['[Vernor Vinge]'],3.76,102439,7814,28,"Robert Gu is a recovering Alzheimer's patient. The world that he remembers was much as we know it today. Now, as he regains his faculties through a cure developed during the years of his near-fatal decline, he discovers that the world has changed and so has his place in it. He was a world-renowned poet. Now he is seventy-five years old, though by a medical miracle he looks much younger, and he’s starting over, for the first time unsure of his poetic gifts. Living with his son’s family, he has no choice but to learn how to cope with a new information age in which the virtual and the real are a seamless continuum, layers of reality built on digital views seen by a single person or millions, depending on your choice. But the consensus reality of the digital world is available only if, like his thirteen-year-old granddaughter Miri, you know how to wear your wireless access—through nodes designed into smart clothes—and to see the digital context—through smart contact lenses.  With knowledge comes risk. When Robert begins to re-train at Fairmont High, learning with other older people what is second nature to Miri and other teens at school, he unwittingly becomes part of a wide-ranging conspiracy to use technology as a tool for world domination.  In a world where every computer chip has Homeland Security built-in, this conspiracy is something that baffles even the most sophisticated security analysts, including Robert’s son and daughter-in law, two top people in the U.S. military. And even Miri, in her attempts to protect her grandfather, may be entangled in the plot.  As Robert becomes more deeply involved in conspiracy, he is shocked to learn of a radical change planned for the UCSD Geisel Library; all the books there, and worldwide, would cease to physically exist. He and his fellow re-trainees feel compelled to join protests against the change. With forces around the world converging on San Diego, both the conspiracy and the protest climax in a spectacular moment as unique and satisfying as it is unexpected.","['science-fiction', 'fiction', 'fantasy', 'science', 'books']",102439,https://images.gr-assets.com/books/1316729149m/102439.jpg,812536363,9780812536360.0,eng,2006.0,Rainbows End,381.0,"('4', '3', '2007')",306,1038,3588,4954,3386,12314,https://images.gr-assets.com/books/1316729149s/102439.jpg,Rainbows End,3101132,13272,804,['[Vernor Vinge]']
9299,7814,['[Kristen Callihan]'],4.21,23122175,7815,8,"Gray doesn’t make friends with women. He has sex with them. Until Ivy. The last thing star tight-end Gray Grayson wants to do is drive his agent’s daughter’s bubblegum pink car. But he needs the wheels and she’s studying abroad. Something he explains when she sends him an irate text to let him know exactly how much pain she’ll put him in if he crashes her beloved ride. Before he knows it, Ivy Mackenzie has become his best texting bud. But then Ivy comes home and everything goes haywire. Because the only thing Gray can think of is being with Ivy.Ivy doesn’t have sex with friends. Especially not with a certain football player. No matter how hot he makes her… Gray drives Ivy crazy. He’s irreverent, sex on a stick, and completely off limits. Because, Ivy has one golden rule: never get involved with one of her father’s clients. A rule that’s proving harder to keep now that Gray is doing his best to seduce her. Her best friend is fast becoming the most irresistible guy she’s ever met.Which means Gray is going to have to use all his skills to get himself out of the friend zone and into Ivy’s heart. Game on","['romance', 'sports', 'contemporary', 'fiction', 'young-adult', 'chick-lit']",23122175,https://images.gr-assets.com/books/1430227184m/23122175.jpg,,,eng,2015.0,The Friend Zone,309.0,"('5', '5', '2015')",248,736,3451,8930,10644,21130,https://images.gr-assets.com/books/1430227184s/23122175.jpg,"The Friend Zone (Game On, #2)",42671149,24009,1755,['[Kristen Callihan]']
9300,7820,"['[Sandra Brown', 'Stephen Lang]']",3.86,13507011,7821,38,"Bellamy Lyston Price was only 12 years old when her older sister Susan was killed on a stormy Memorial Day. Bellamy's fear of storms is a legacy of the tornado that destroyed the crime scene as well as her memory of one vital fact that still eludes her... Now, 18 years later, Bellamy has written a novel based on Susan's murder. It's her first book, and it's an instant sensation. But because the novel is based on the most traumatic event of her life, she's published it under a pseudonym to protect herself and her family.But when a sleazy reporter for a tabloid newspaper discovers that the book is based on a real crime, Bellamy's identity - and dark family secrets -- are exposed. Suddenly, she finds herself embroiled in a personal conflict and at the mercy of her sister's killer, who for almost two decades has gotten away with murder...and will stop at nothing to keep it that way.","['mystery', 'romance', 'fiction', 'suspense', 'thriller', 'contemporary', 'crime', 'chick-lit', 'books']",13507011,https://images.gr-assets.com/books/1396934108m/13507011.jpg,,,eng,2012.0,Low Pressure,13.0,"('9', '18', '2012')",186,790,3804,6195,3919,12076,https://images.gr-assets.com/books/1396934108s/13507011.jpg,Low Pressure,19058182,14894,1353,"['[Sandra Brown', 'Stephen Lang]']"
9301,7821,"['[Douglas Preston', 'Lincoln Child]']",3.93,303098,7822,66,"For centuries, treasure hunters have sought the lost horde of the notorious English pirate Edward Ockham. Clues led to the mysterious Water Pit on Ragged Island, Maine-but a curse left behind by the long-dead Ockham seems to be working. Every expedition has failed; the treasure seekers died in gruesome fashions. Now a new expedition has been mounted, using state-of-the-art computer technology and backed by tens of millions of dollars. It will all be worth it, if the treasure estimated to be worth $2 billion can be found. But modern technology, no matter how expensive, may not be enough to overcome the deadly secrets of the Water Pit.","['thriller', 'fiction', 'mystery', 'suspense', 'horror', 'contemporary', 'science-fiction', 'fantasy', 'crime', 'historical-fiction']",303098,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3426619148,9783426619150.0,es,1998.0,Riptide,528.0,"(None, None, None)",86,671,3485,5469,4172,11835,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Riptide,131682,13883,544,"['[Douglas Preston', 'Lincoln Child]']"
9302,7826,['[Mark Mathabane]'],4.15,126151,7827,23,"Mark Mathabane was weaned on devastating poverty and schooled in the cruel streets of South Africa's most desperate ghetto. Yet Mark did what no physically and psychologically battered ""Kaffir"" was supposed to dohe escaped to tell about it.","['memoir', 'nonfiction', 'biography', 'history', 'young-adult', 'classics', 'historical-fiction', 'fiction']",126151,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,684848287,9780684848280.0,eng,1986.0,Kaffir Boy: An Autobiography--The True Story of a Black Youth's Coming of Age in Apartheid South Africa,,"('10', '7', '1998')",159,413,2015,4420,5188,11633,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,Kaffir Boy: An Autobiography,121500,12195,645,['[Mark Mathabane]']
9303,7827,['[Anne Tyler]'],3.58,12482658,7828,41,"Anne Tyler gives us a wise, haunting, and deeply moving new novel in which she explores how a middle-aged man, ripped apart by the death of his wife, is gradually restored by her frequent appearances—in their house, on the roadway, in the market.   Crippled in his right arm and leg, Aaron spent his childhood fending off a sister who wants to manage him. So when he meets Dorothy, a plain, outspoken, self-dependent young woman, she is like a breath of fresh air. Unhesitatingly he marries her, and they have a relatively happy, unremarkable marriage. But when a tree crashes into their house and Dorothy is killed, Aaron feels as though he has been erased forever. Only Dorothy’s unexpected appearances from the dead help him to live in the moment and to find some peace.    Gradually he discovers, as he works in the family’s vanity-publishing business, turning out titles that presume to guide beginners through the trials of life, that maybe for this beginner there is a way of saying goodbye.    A beautiful, subtle exploration of loss and recovery, pierced throughout with Anne Tyler’s humor, wisdom, and always penetrating look at human foibles.","['fiction', 'contemporary', 'chick-lit', 'romance', 'paranormal']",12482658,https://images.gr-assets.com/books/1333577280m/12482658.jpg,307957276,9780307957280.0,eng,2012.0,The Beginner's Goodbye,198.0,"('4', '3', '2012')",284,1301,5084,5812,2331,12780,https://images.gr-assets.com/books/1333577280s/12482658.jpg,The Beginner's Goodbye,17467408,14812,2499,['[Anne Tyler]']
9304,7838,"['[Masaru Emoto', 'David A. Thayne]']",4.27,33335,7839,22,"In this New York Times bestseller, internationally renowned Japanese scientist Masaru Emoto shows how the influence of our thoughts, words and feelings on molecules of water can positively impact the earth and our personal health.This book has the potential to profoundly transform your world view. Using high-speed photography, Dr. Masaru Emoto discovered that crystals formed in frozen water reveal changes when specific, concentrated thoughts are directed toward them. He found that water from clear springs and water that has been exposed to loving words shows brilliant, complex, and colorful snowflake patterns. In contrast, polluted water, or water exposed to negative thoughts, forms incomplete, asymmetrical patterns with dull colors. The implications of this research create a new awareness of how we can positively impact the earth and our personal health.","['science', 'spirituality', 'nonfiction', 'philosophy', 'self-help', 'psychology', 'religion', 'books']",33335,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,743289803,9780743289800.0,eng,2001.0,The Hidden Messages in Water,196.0,"('9', '20', '2005')",197,377,1590,3095,5897,10800,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,The Hidden Messages in Water,33417,11156,358,"['[Masaru Emoto', 'David A. Thayne]']"
9305,7842,['[Jason Mott]'],3.29,17182421,7843,49,"Jacob was time out of sync, time more perfect than it had been. He was life the way it was supposed to be all those years ago. That's what all the Returned were.Harold and Lucille Hargrave's lives have been both joyful and sorrowful in the decades since their only son, Jacob, died tragically at his eighth birthday party in 1966. In their old age they've settled comfortably into life without him, their wounds tempered through the grace of time ... Until one day Jacob mysteriously appears on their doorstep—flesh and blood, their sweet, precocious child, still eight years old.All over the world people's loved ones are returning from beyond. No one knows how or why this is happening, whether it's a miracle or a sign of the end. Not even Harold and Lucille can agree on whether the boy is real or a wondrous imitation, but one thing they know for sure: he's their son. As chaos erupts around the globe, the newly reunited Hargrave family finds itself at the center of a community on the brink of collapse, forced to navigate a mysterious new reality and a conflict that threatens to unravel the very meaning of what it is to be human.With spare, elegant prose and searing emotional depth, award-winning poet Jason Mott explores timeless questions of faith and morality, love and responsibility. A spellbinding and stunning debut, The Returned is an unforgettable story that marks the arrival of an important new voice in contemporary fiction.Trailer for the TV series based on the novel can be found at http://www.youtube.com/watch?v=0e7vp9...","['fiction', 'fantasy', 'science-fiction', 'paranormal', 'mystery', 'contemporary', 'horror', 'thriller', 'suspense']",17182421,https://images.gr-assets.com/books/1372089735m/17182421.jpg,778315339,9780778315340.0,eng,2013.0,The Returned,338.0,"('8', '27', '2013')",581,2122,5100,3798,1668,11449,https://images.gr-assets.com/books/1372089735s/17182421.jpg,The Returned,21762912,13269,2452,['[Jason Mott]']
9306,7850,['[Brad Thor]'],4.11,6076768,7851,24,"
Master of suspense and #1 New York Times bestselling author Brad Thor returns with his most riveting international thriller yet.
A new administration and a new approach to dealing with America's enemies have left covert counterterrorism operative Scot Harvath without a job. But when American doctor Julia Gallo is kidnapped in Afghanistan, the terms of her ransom leave the president with only one course of action.In a dangerous assignment that the United States government will deny any knowledge of, Scot Harvath must secretly infiltrate Kabul's notorious Policharki Prison and free the man the kidnappers demand as ransom - al-Qaeda mastermind, Mustafa Khan.But when Harvath arrives, he quickly learns that there is more to the kidnapping than anyone dares to admit. And as the subterfuge is laid bare, Harvath must examine his own career of hunting down and killing terrorists, and ask himself if he has what it takes to help one of the world's worst go free.Brimming with the kind of ripped-from-the-headlines authenticity Brad Thor's internationally bestselling novels are known for, The Apostle doubles down on the blockbuster success of The Last Patriot and reaffirms Thor's status as the master of the political thriller.","['fiction', 'thriller', 'mystery', 'suspense', 'crime']",6076768,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1416586571,9781416586580.0,eng,2009.0,The Apostle,358.0,"('6', '30', '2009')",117,375,2412,4964,4983,11267,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"The Apostle (Scot Harvath, #8)",6253354,12851,517,['[Brad Thor]']
9307,7852,['[Kevin Henkes]'],4.22,858514,7853,18,"Wemberly worried about everything. Big things. Little things. And things in between. Then it was time for school to start. And Wemberly worried even more. If you ever worry (or know someone who does), this is the book for you.Wemberly worried about spilling her juice, about shrinking in the bathtub, even about snakes in the radiator. She worried morning, noon, and night. ""Worry, worry, worry,"" her family said. ""Too much worry.""And Wemberly worried about one thing most of all: her first day of school. But when it's time to go back to school and she meets a fellow worrywart in her class, Wemberly realizes that school is too much fun to waste time worrying!This warm and comforting back-to-school favorite is from Kevin Henkes, the nationally bestselling and celebrated creator of Lilly's Purple Plastic Purse, Kitten's First Full Moon, and Chrysanthemum.“This winning heroine speaks to the worrywart in everyone.” —Publishers Weekly (starred review)","['fiction', 'fantasy']",858514,https://images.gr-assets.com/books/1415584914m/858514.jpg,688170277,9780688170270.0,eng,2000.0,Wemberly Worried,32.0,"('7', '25', '2000')",191,496,2412,4300,7101,14325,https://images.gr-assets.com/books/1415584914s/858514.jpg,Wemberly Worried,1705201,14500,900,['[Kevin Henkes]']
9308,7855,['[Kevin Henkes]'],4.16,851678,7856,16,"Wemberly worried about everything. Big things. Little things. And things in between. Then it was time for school to start. And Wemberly worried even more. If you ever worry (or know someone who does), this is the book for you.Wemberly worried about spilling her juice, about shrinking in the bathtub, even about snakes in the radiator. She worried morning, noon, and night. ""Worry, worry, worry,"" her family said. ""Too much worry.""And Wemberly worried about one thing most of all: her first day of school. But when it's time to go back to school and she meets a fellow worrywart in her class, Wemberly realizes that school is too much fun to waste time worrying!This warm and comforting back-to-school favorite is from Kevin Henkes, the nationally bestselling and celebrated creator of Lilly's Purple Plastic Purse, Kitten's First Full Moon, and Chrysanthemum.“This winning heroine speaks to the worrywart in everyone.” —Publishers Weekly (starred review)","['fiction', 'fantasy']",851678,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,739458736,9780743276950.0,eng,2005.0,"What Remains: A Memoir of Fate, Friendship, and Love",32.0,"('7', '25', '2000')",90,343,1814,4712,4672,9602,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"What Remains: A Memoir of Fate, Friendship, and Love",837187,11631,1282,['[Kevin Henkes]']
9309,7859,['[Julia Child]'],4.31,132688,7860,6,"In this magnificent new cookbook, illustrated with full color throughout, Julia Child give us her magnum opus the distillation of a lifetime of cooking. And she has an important message for Americans today. . .to the health-conscious: make a habit of good home cooking so that you know you are working with the best and freshest ingredients and you can be in control of what goes into every dish�to the new generation of cooks who have not grown up in the old traditions: learn the basics and understand what you are doing so cooking can be easier, faster, and more enjoyable�to the more experienced cook: have fun improvising and creating your own versions of traditional dishesand to all of us: above all, enjoy the pleasures of the table.In this spirit, Julia has conceived her most creative and instructive cookbook, blending classic techniques with free-style American cooking and with added emphasis on lightness, freshness, and simpler preparations. Breaking with conventional organization, she structures the chapters (from Soups to Cakes & Cookies) around master recipes, giving all the reassuring details that she is so good at and grouping the recipes according to method; these are followed�in shorthand form�by innumerable variations that are easily made once the basics are understood.For example, make her simple but impeccably prepared sauté of chicken, and before long you're easily whipping up Chicken with Mushrooms and Cream, Chicken Provençale, Chicken Pipérade, or Chicken Marengo. Or master her perfect broiled butterflied chicken, and next time DeviledRabbit or Split Cornish Game Hens Broiled with Cheese will be on your menu.In all, there are more than 800 recipes, including the variations�from a treasure trove of poultry and fish recipes and a vast array of fresh vegetables prepared in new ways to bread doughs (that can be turned into pizzas and calzones and hamburger buns) and delicious indulgences, such as Caramel Apple Mountain or a Queen of Sheba Chocolate Almond Cake with Chocolate Leaves. And if you want to know how a finished dish should look or how to angle your knife or to fashion a pretty rosette on that cake, there are more than 600 color photographs to entice and instruct you along the way.A one-of-a-kind, brilliant, and inspiring book from the incomparable Julia, which is bound to rekindle interest in the satisfactions of good home cooking.","['cookbooks', 'nonfiction', 'classics']",132688,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,679747656,9780679747660.0,eng,1989.0,The Way to Cook,528.0,"('9', '28', '1993')",185,288,1512,3447,6224,11500,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,The Way to Cook,758985,11656,102,['[Julia Child]']
